,positive,negative,neutral
219,-0.4261319,1.0823953,-0.1479298
220,-0.45938283,1.0308609,-0.106053516
221,-0.49781257,1.0143256,-0.15525709
222,-0.41512793,1.016232,-0.10096027
223,-0.45567006,1.0262564,-0.15305413
224,-0.4272913,1.0093542,-0.16146417
225,-0.42203987,1.0206236,-0.18727233
226,-0.4222824,1.036317,-0.08712773
227,-0.47659054,1.0224347,-0.1310399
228,-0.46857935,0.9833265,-0.16741358
229,-0.46789426,0.9910397,-0.1466309
230,-0.46970624,1.0222347,-0.11556612
231,-0.49973932,0.97607505,-0.1874661
232,-0.48169193,0.96968037,-0.16798796
233,-0.43747514,1.0643214,-0.09927674
234,-0.44428918,1.0758386,-0.12901737
235,-0.4664769,0.98769796,-0.13031738
236,-0.50866115,0.995096,-0.14944793
237,-0.44365323,1.0554693,-0.15012048
238,-0.48212636,0.9948974,-0.15573354
239,-0.4283828,1.0935129,-0.15839444
240,-0.45950836,1.0211995,-0.13233183
241,-0.48173833,0.9925998,-0.12739764
242,-0.46168602,1.0304765,-0.13347535
243,-0.47516835,1.0556086,-0.15497042
244,-0.4939375,0.9802311,-0.14945222
245,-0.44162032,1.0281914,-0.12900893
246,-0.45382288,1.0613207,-0.12381224
247,-0.40162683,1.0342255,-0.08347122
248,-0.4678105,0.9916681,-0.16269128
249,-0.48104686,1.0104233,-0.13013546
250,-0.43005556,1.053795,-0.1408195
251,-0.4279654,1.065065,-0.112054035
252,-0.4575791,1.0231632,-0.12363692
253,-0.4341327,1.01739,-0.16637729
254,-0.4526478,1.0763919,-0.10321511
255,-0.43890652,1.0223687,-0.11602889
256,-0.45107755,1.0212915,-0.15339153
257,-0.494361,0.997142,-0.14044712
258,-0.46375886,1.0265492,-0.17944638
259,-0.4384572,1.0697285,-0.12625827
260,-0.49367505,1.0161713,-0.13446851
261,-0.44319093,1.0779015,-0.11643992
262,-0.4014377,1.0630534,-0.13662536
263,-0.46597236,0.98725295,-0.15343572
264,-0.46720588,0.9983126,-0.11333512
265,-0.40346384,0.98444754,-0.14235233
266,-0.45011765,1.001054,-0.12574221
267,-0.42692262,1.0571722,-0.11593552
268,-0.45353764,1.0328883,-0.0851071
269,-0.44153076,1.047249,-0.13615622
270,-0.4921096,0.9989224,-0.14818893
271,-0.44255257,1.0450522,-0.12951635
272,-0.43736607,1.0286424,-0.123711064
273,-0.47193086,0.9901009,-0.15847732
274,-0.47692752,1.0000572,-0.13357262
275,-0.47555315,0.9961767,-0.19024439
276,-0.43311855,1.0769165,-0.12680201
277,-0.47032088,0.98188096,-0.16283287
278,-0.4338418,1.0380219,-0.13091706
279,-0.41726118,1.0083576,-0.12838505
280,-0.47036397,1.0278263,-0.07343806
281,-0.47800043,0.97463125,-0.15716995
282,-0.45773888,1.0511045,-0.15139426
283,-0.45390052,0.9894483,-0.13907446
284,-0.4681399,1.0185621,-0.1453398
285,-0.4462492,1.0676466,-0.1419528
286,-0.44358873,1.0424412,-0.11713748
287,-0.48956996,1.0030553,-0.12840919
288,-0.4858871,1.0047076,-0.15510522
289,-0.4127568,1.0701287,-0.1549532
290,-0.4705711,0.9915959,-0.15617417
291,-0.44544262,1.0381298,-0.14558016
292,-0.46425945,0.9852296,-0.14892448
293,-0.42620265,0.992019,-0.101639464
294,-0.45746458,1.0336593,-0.13933681
295,-0.48140633,1.0004873,-0.15957536
296,-0.45991597,0.99367553,-0.13092743
297,-0.46868974,1.042333,-0.15522246
298,-0.46989092,1.0050085,-0.14096998
299,-0.42100155,1.0786862,-0.112058446
300,-0.41875213,1.0654426,-0.12585284
301,-0.44370645,1.0850619,-0.118096754
302,-0.4724894,0.979497,-0.18284129
303,-0.48238367,0.981687,-0.14617874
304,-0.49236554,0.9793835,-0.14086254
305,-0.47912055,1.0167959,-0.19830467
306,-0.46635452,1.017366,-0.12805773
307,-0.4781491,0.9917012,-0.16128887
308,-0.44477728,1.0020537,-0.13232745
309,-0.4448359,1.0686189,-0.11754762
310,-0.45138547,1.0352421,-0.14753278
311,-0.44805235,1.0039762,-0.17118005
312,-0.44006518,1.0617394,-0.1281768
313,-0.45637622,1.0140895,-0.113253996
314,-0.44068366,1.0005658,-0.115413204
315,-0.49188215,1.0282161,-0.15377747
316,-0.42535788,1.0004054,-0.10273944
317,-0.4615386,1.0344274,-0.16835214
318,-0.4594502,1.0418463,-0.1259361
319,-0.38957235,1.0559282,-0.16447692
320,-0.46799788,1.0521804,-0.12514435
321,-0.4375844,1.0557381,-0.10469876
322,-0.51971096,0.96822244,-0.18102022
323,-0.44631577,1.0125407,-0.13589858
324,-0.5071353,0.9710806,-0.15130256
325,-0.46624148,0.9915783,-0.1260672
326,-0.41620928,0.9633565,-0.14582406
327,-0.4626794,0.99809605,-0.13195543
328,-0.47113323,1.0217316,-0.11256845
329,-0.43773362,1.0307488,-0.13589792
330,-0.47356263,1.0116718,-0.16318263
331,-0.46483433,1.0643185,-0.13329269
332,-0.47530466,1.0332804,-0.10971965
333,-0.4007643,1.0188193,-0.1429223
334,-0.45718214,1.0406048,-0.14778356
335,-0.47797215,0.9904427,-0.14004229
336,-0.45298615,1.0771757,-0.12082951
337,-0.4371316,0.9642088,-0.1993856
338,-0.42398006,1.038445,-0.1301815
339,-0.48444366,1.0476954,-0.13062523
340,-0.44925383,1.020189,-0.14247636
341,-0.4916234,0.95308214,-0.16423418
342,-0.47173876,0.98005515,-0.1539266
343,-0.40906382,1.0114266,-0.13489605
344,-0.440329,1.0656286,-0.09566699
345,-0.46230653,1.0436828,-0.123876885
346,-0.41955104,1.0740051,-0.15725668
347,-0.4166276,0.9787889,-0.16782267
348,-0.44542345,1.0248873,-0.1364203
349,-0.48555118,0.9901741,-0.17940132
350,-0.46556675,1.0457302,-0.1282105
351,-0.4533116,1.0446601,-0.12831272
352,-0.49262986,1.0121603,-0.13824926
353,-0.44976842,1.0352927,-0.12199418
354,-0.42053688,1.048028,-0.15020172
355,-0.4571913,0.9558579,-0.12188198
356,-0.47752833,0.9904465,-0.16794418
357,-0.45943308,1.0129367,-0.14245726
358,-0.45327955,1.0143646,-0.15240459
359,-0.43852657,0.98564035,-0.15948717
360,-0.490785,0.96428865,-0.14783932
361,-0.46329048,1.0421113,-0.13353954
362,-0.4384447,1.0587455,-0.11674346
363,-0.46760285,1.0017961,-0.15291233
364,-0.42415065,1.0724621,-0.101833925
365,-0.4792791,0.9976626,-0.1531177
366,-0.46134016,0.9942543,-0.17480494
367,-0.4657914,0.99266845,-0.18763767
368,-0.45363754,1.0714145,-0.083380416
369,-0.49046606,0.9949699,-0.1458333
370,-0.45289636,1.0728862,-0.1180899
371,-0.45138845,1.0364968,-0.13443317
372,-0.46659058,1.0259192,-0.1527098
373,-0.44523698,1.034389,-0.10525392
374,-0.46331447,1.0497476,-0.124000624
375,-0.41417077,1.0232875,-0.12092407
376,-0.45857048,1.0137377,-0.15297528
377,-0.4711616,1.0606635,-0.13548519
378,-0.44433266,1.011216,-0.14857014
379,-0.4857772,0.9476433,-0.11470364
380,-0.38593057,1.0537013,-0.1103953
381,-0.45510697,1.0191787,-0.13773571
382,-0.49944866,0.9926204,-0.12974729
383,-0.46436024,1.0354685,-0.16530229
384,-0.47766644,1.0128363,-0.14485984
385,-0.40462813,1.0889168,-0.08858524
386,-0.4173486,1.0219448,-0.07254507
387,-0.41803998,1.0617229,-0.085829034
388,-0.44969594,1.0225626,-0.15387793
389,-0.4483662,0.99482256,-0.12271519
390,-0.42322594,1.0706459,-0.09998684
391,-0.4721294,0.98142546,-0.111239836
392,-0.44636703,1.0472348,-0.11966853
393,-0.49014497,1.0125214,-0.1411507
394,-0.455036,1.0657254,-0.11701299
395,-0.49457842,1.0218282,-0.14677148
396,-0.4585117,0.9858698,-0.18060453
397,-0.4683651,1.0538335,-0.16276033
398,-0.49315625,0.9539254,-0.14444034
399,-0.469768,0.9603118,-0.1638773
400,-0.468999,1.0361382,-0.1357042
401,-0.48210883,0.9916077,-0.11931954
402,-0.41370022,1.0525215,-0.14118133
403,-0.42616582,1.0625961,-0.113471344
404,-0.48149884,1.044461,-0.0905986
405,-0.42364925,1.0319073,-0.13022645
406,-0.44887573,1.0302418,-0.1258835
407,-0.452095,1.0353085,-0.12453829
408,-0.4444502,1.0464896,-0.138566
409,-0.48599246,1.0207694,-0.083581045
410,-0.4397368,1.0196929,-0.12113808
411,-0.43638346,1.0187875,-0.14370786
412,-0.4463416,1.054521,-0.13516651
413,-0.47116125,1.0017538,-0.16079329
414,-0.4679904,1.0273607,-0.10777263
415,-0.481112,1.0072807,-0.15588792
416,-0.4657991,1.006431,-0.12753452
417,-0.4411087,1.0522186,-0.08877687
418,-0.5052166,0.9790054,-0.17953525
419,-0.4240043,1.068663,-0.101891056
420,-0.4715289,0.99752265,-0.11692731
421,-0.44275194,1.0185077,-0.112106636
422,-0.47915834,1.0005512,-0.1757686
423,-0.438213,0.9937343,-0.16681762
424,-0.45577067,0.9981235,-0.12909944
425,-0.4918803,0.98784435,-0.10735248
426,-0.48753607,1.0072688,-0.18536885
427,-0.40912455,1.0095416,-0.14148848
428,-0.43171197,1.0488755,-0.12638716
429,-0.43891376,1.0285956,-0.10583146
430,-0.45626354,1.0384369,-0.15384294
431,-0.45725375,1.0434749,-0.15688945
432,-0.4962056,1.002007,-0.11241056
433,-0.46552515,1.0480694,-0.108316705
434,-0.45003325,1.0512463,-0.12409274
435,-0.45807302,0.97641546,-0.10942848
436,-0.4345105,0.9906461,-0.14723067
437,-0.4875927,1.0023404,-0.10986535
438,-0.4727641,0.8957321,-0.1582749
439,-0.5221295,0.9835782,-0.1621856
440,-0.47960508,1.0310415,-0.16696866
441,-0.43769637,0.99680513,-0.12933548
442,-0.47249818,1.0291531,-0.11075656
443,-0.43306658,1.0860702,-0.06971677
444,-0.4546437,1.0742134,-0.13293372
445,-0.42664424,1.0428005,-0.11547269
446,-0.42674106,0.9875248,-0.13689424
447,-0.48277986,1.0115411,-0.119769886
448,-0.40928057,1.0270684,-0.14304535
449,-0.4487558,1.0271347,-0.13470583
450,-0.462574,1.0284158,-0.11534606
451,-0.489511,1.0217282,-0.14381172
452,-0.51170415,0.9602612,-0.16695298
453,-0.4822989,0.98161805,-0.114770815
454,-0.49515218,0.99873585,-0.1485021
455,-0.49010122,1.012892,-0.12459965
456,-0.46546915,1.0371488,-0.123692736
457,-0.4834165,0.9936012,-0.1406558
458,-0.48738083,1.0481135,-0.12548201
459,-0.45414644,1.0135347,-0.11025907
460,-0.44755942,1.03203,-0.13143094
461,-0.47213483,1.0355952,-0.13279493
462,-0.4543901,1.0134262,-0.14276396
463,-0.5091183,0.9535633,-0.18218113
464,-0.47344023,1.0329006,-0.1577958
465,-0.45939317,1.0157958,-0.16744752
466,-0.50404215,0.9818662,-0.16397353
467,-0.4261128,1.0181935,-0.18852355
468,-0.44444233,1.0299462,-0.15290387
469,-0.44996548,1.0006143,-0.16225486
470,-0.4785695,0.98554367,-0.18030132
471,-0.45824033,1.0349163,-0.16288571
472,-0.4559914,0.9975545,-0.12180273
473,-0.43433776,1.0663813,-0.10549809
474,-0.43015295,1.026228,-0.12790243
475,-0.46080285,1.0208775,-0.1657206
476,-0.40338784,1.0174093,-0.13262434
477,-0.4067505,1.0523475,-0.09097479
478,-0.44406804,1.037324,-0.110299066
479,-0.4611533,0.9642828,-0.1431823
480,-0.46593598,1.0353779,-0.13954674
481,-0.4557336,1.0514323,-0.089006916
482,-0.44828865,0.97689235,-0.13448437
483,-0.4945538,1.0514202,-0.12434493
484,-0.45342892,1.0181881,-0.11191212
485,-0.4440688,1.0264608,-0.13039593
486,-0.45887825,0.99973315,-0.0951678
487,-0.4592005,0.99965864,-0.1285459
488,-0.480774,1.018243,-0.16822352
489,-0.4520293,0.99420017,-0.122064605
490,-0.47174215,1.0483854,-0.12120484
491,-0.45876223,1.0335552,-0.13194485
492,-0.43158624,1.0294266,-0.12425856
493,-0.41189596,1.045866,-0.1160558
494,-0.48438138,0.9523447,-0.16641356
495,-0.48267663,1.0034983,-0.11845471
496,-0.45547694,1.0308843,-0.14619245
497,-0.45971712,1.0022584,-0.12599923
498,-0.4651499,1.0617456,-0.14246784
499,-0.47113845,1.0109533,-0.15807562
500,-0.45619562,0.98514116,-0.13911746
501,-0.40985483,1.012809,-0.118417785
502,-0.4722524,1.0261309,-0.13586192
503,-0.4518352,1.0299989,-0.098113224
504,-0.48797968,1.0213104,-0.16691424
505,-0.45927405,0.9978878,-0.14469688
506,-0.40791175,1.0503606,-0.11148058
507,-0.49812108,0.9364672,-0.16656221
508,-0.43629253,0.9979506,-0.1163515
509,-0.45632726,1.0397216,-0.15037505
510,-0.47552204,1.0330889,-0.16831596
511,-0.4297728,1.0262116,-0.13856034
512,-0.512293,1.0034493,-0.11352806
513,-0.471274,1.0272752,-0.1629285
514,-0.43535948,1.05384,-0.11070044
515,-0.44585517,1.0259447,-0.16618551
516,-0.46366334,1.0037599,-0.1720594
517,-0.4452654,1.052735,-0.13385262
518,-0.45714584,1.0433775,-0.11867888
519,-0.49665835,0.9208792,-0.13686474
520,-0.47148204,1.0217202,-0.12779789
521,-0.40190294,1.0237011,-0.11340819
522,-0.46238235,1.0458925,-0.13887165
523,-0.45367053,1.0316945,-0.16828625
524,-0.43114597,1.0315354,-0.14537449
525,-0.4376279,1.0433885,-0.14688535
526,-0.45537102,1.0264531,-0.13583617
527,-0.44756147,1.0209726,-0.08311753
528,-0.45298278,1.0302616,-0.14685549
529,-0.3901615,1.0492504,-0.04237373
530,-0.45161593,1.0513741,-0.13198455
531,-0.4430418,1.014213,-0.13367166
532,-0.4625713,1.0021613,-0.134389
533,-0.43788144,1.009617,-0.12855841
534,-0.4629343,1.0270808,-0.133345
535,-0.4625368,1.0297803,-0.12568863
536,-0.4609236,1.0480806,-0.113095656
537,-0.50461614,0.9954935,-0.12362148
538,-0.4896723,0.95652705,-0.15860493
539,-0.43760854,1.0051588,-0.15141128
540,-0.44749793,1.0194314,-0.12534852
541,-0.41902447,1.0509645,-0.09987183
542,-0.4012006,1.0694965,-0.08602737
543,-0.46188527,1.028486,-0.12721787
544,-0.4808487,1.0134684,-0.15037309
545,-0.45500696,1.0257658,-0.13007177
546,-0.43700403,1.0708514,-0.1339838
547,-0.44158536,1.0365324,-0.12118591
548,-0.49680072,1.0306575,-0.18086155
549,-0.47386143,1.049353,-0.17020933
550,-0.44307274,0.99926716,-0.14177008
551,-0.44636655,1.0163367,-0.119789794
552,-0.4332645,1.0722791,-0.10697834
553,-0.5025922,0.9880486,-0.11243157
554,-0.46053898,1.0312637,-0.13895182
555,-0.45998532,1.0260763,-0.14521249
556,-0.4734631,1.0198694,-0.14751457
557,-0.485306,0.96705735,-0.1233599
558,-0.44641307,1.0291073,-0.15800993
559,-0.45793,0.9951387,-0.123949334
560,-0.4738244,0.99858207,-0.15085886
561,-0.4608267,1.0287694,-0.1497487
562,-0.45769364,1.0081747,-0.19157048
563,-0.45258802,1.01677,-0.16412155
564,-0.43569076,1.0915668,-0.13123311
565,-0.459066,1.036034,-0.13157462
566,-0.45776212,0.96410066,-0.14535241
567,-0.45843738,1.036357,-0.12950791
568,-0.4621634,0.95632976,-0.17150126
569,-0.5081258,1.0318534,-0.17761074
570,-0.38626122,1.0670078,-0.098636255
571,-0.47936055,1.019426,-0.1936583
572,-0.49287504,1.0053431,-0.13608481
573,-0.44620574,1.0390663,-0.128475
574,-0.47888947,1.0085284,-0.13942648
575,-0.45394188,1.0095018,-0.10214393
576,-0.45250493,1.0691941,-0.12193589
577,-0.47052222,1.0368409,-0.11710654
578,-0.4392542,1.0262339,-0.15449576
579,-0.45407572,1.0214853,-0.13778867
580,-0.40258542,1.0039663,-0.093116865
581,-0.47995088,0.98476,-0.17043369
582,-0.478771,1.023758,-0.15742569
583,-0.49036038,0.99371094,-0.16613807
584,-0.45314726,1.0085835,-0.14288233
585,-0.47899377,1.0253401,-0.15611677
586,-0.47977915,0.99063593,-0.16086902
587,-0.41300687,1.083872,-0.10541125
588,-0.40060914,1.0572846,-0.13586582
589,-0.46478492,1.0472182,-0.14043076
590,-0.4463656,1.0490803,-0.10527684
591,-0.45781344,1.0359379,-0.121313736
592,-0.45367977,1.0369672,-0.14537774
593,-0.45781732,1.0559338,-0.10760321
594,-0.45806214,1.0423261,-0.1409268
595,-0.4603017,0.97906387,-0.16091855
596,-0.4296696,1.0672275,-0.13785799
597,-0.4691292,1.0122507,-0.12614913
598,-0.4629549,1.0171479,-0.12794401
599,-0.46140197,1.0317208,-0.13339917
600,-0.49514166,0.97535044,-0.1531909
601,-0.45979363,1.0096844,-0.119658574
602,-0.47181177,0.9921218,-0.16762455
603,-0.4637727,1.041246,-0.13409366
604,-0.47135907,1.0216237,-0.15412883
605,-0.5087121,0.97323555,-0.11852954
606,-0.4735788,1.0019029,-0.140072
607,-0.455575,1.0558295,-0.13644968
608,-0.46391448,1.0488036,-0.13868596
609,-0.49910176,0.98782665,-0.12533368
610,-0.4985656,0.96627516,-0.15109022
611,-0.45021355,1.0359895,-0.131815
612,-0.44922262,0.99655294,-0.14559342
613,-0.4492085,1.0638107,-0.15680914
614,-0.48570234,0.9952162,-0.16211547
615,-0.44927487,1.0652058,-0.109510586
616,-0.46052426,1.0379772,-0.16823916
617,-0.47804612,0.9922729,-0.14940907
618,-0.47017008,1.039153,-0.15889905
619,-0.47139218,1.0514251,-0.10685377
620,-0.44314545,1.037757,-0.1384904
621,-0.39472649,1.0710764,-0.1039616
622,-0.4390183,1.0294207,-0.09628303
623,-0.47247013,1.0371413,-0.116151884
624,-0.51590097,1.0038296,-0.10405578
625,-0.460359,0.9963383,-0.17838092
626,-0.47952652,1.0483989,-0.1459354
627,-0.48911452,0.96169597,-0.18707006
628,-0.4447899,1.017473,-0.1665705
629,-0.4469618,1.0441304,-0.12314521
630,-0.43748042,1.0008984,-0.12001763
631,-0.4461957,1.0472089,-0.1279072
632,-0.4550907,0.99892133,-0.13188349
633,-0.45606476,1.0085882,-0.1416163
634,-0.5028679,0.98858804,-0.10568513
635,-0.4585848,1.0020977,-0.15319751
636,-0.4403984,0.9959387,-0.15468217
637,-0.42283118,1.053941,-0.13047992
638,-0.48639414,0.9745644,-0.15949585
639,-0.47842285,1.0546653,-0.16242738
